UniprotKB,r,theta,DC,CC,BC,EC,idr,nucleus,cytoplasm,endomembrane,multi
P83436,18.10271396,2.849914003,23,1.98E-05,4225.486631,0.00325135,0,0,0,1,0
Q05707,17.64014877,6.160251865,34,2.09E-05,37849.64448,0.01318346,0,0,0,1,0
Q13144,17.99537554,2.872604175,26,2.07E-05,6921.817837,0.00768197,0,0,1,0,0
Q13418,14.3072851,0.666136807,208,2.45E-05,219848.2509,0.15600472,0,0,1,0,0
Q13618,10.19379784,5.560939132,1030,2.85E-05,3567144.145,0.82322865,0,0,0,0,0
Q5VZL5,17.24412195,6.135798938,46,2.33E-05,41519.99415,0.04902331,0,0,0,0,1
Q6YHU6,18.28802199,2.851281838,19,2.11E-05,6117.263792,0.01146124,0,0,1,0,0
Q8N201,17.83212413,5.165939606,30,2.25E-05,10884.61869,0.03020632,0,1,0,0,0
Q92696,17.95002399,2.912070879,27,2.07E-05,10153.99198,0.01037228,0,0,0,0,0
Q96BD8,17.64081102,4.152954375,34,2.05E-05,7154.64952,0.00833925,0,0,1,0,0
Q96QU8,17.95099994,3.317091385,27,2.10E-05,8074.82228,0.01083388,0,0,0,0,1
Q96T76,16.9667926,4.763822071,55,2.29E-05,24828.05517,0.04629254,0,1,0,0,0
Q9H4L5,17.98481603,3.452214384,26,2.16E-05,6134.934761,0.02197168,0,0,0,0,1
Q9HCG7,18.81530345,6.160037437,7,1.89E-05,121.6595773,0.00297818,0,0,0,0,1
Q9NRD5,16.60807886,3.069090071,68,2.14E-05,102994.3494,0.01269664,0,0,1,0,0
Q9P296,16.61991043,3.251570563,68,2.15E-05,83095.35152,0.01198963,0,0,0,0,0
Q9UPN7,17.47193493,0.723455503,39,2.17E-05,11430.23758,0.01777935,0,0,1,0,0
Q9C0E2,17.8557005,2.854529527,29,2.11E-05,8061.364486,0.00854778,0,0,0,0,1
Q9BZF3,18.05278169,3.245394211,24,2.15E-05,12420.40498,0.01948619,0,0,0,1,0
Q96CB8,17.96480619,3.287075838,27,2.21E-05,29642.88675,0.02130365,0,0,0,0,1
A1L157,18.61250172,2.883834632,11,1.88E-05,2946.29845,0.0014031,0,0,0,1,0
B9A064,18.48653356,2.819743432,14,1.90E-05,20295.18825,0.00198307,0,0,0,0,0
O60462,18.33286154,1.41783394,18,1.85E-05,4058.865837,0.00111192,0,0,0,0,1
P00387,17.62378723,2.391785596,35,2.19E-05,16847.32631,0.0180144,0,0,0,1,0
P01189,18.58675599,1.006031995,12,1.83E-05,36825.34009,0.00111107,0,0,0,0,0
P05556,15.86041189,2.921264819,100,2.39E-05,169113.8123,0.05568844,1,0,0,0,1
P23229,17.65657677,2.660686942,34,2.10E-05,19419.01058,0.00912739,0,0,0,0,0
Q13683,17.99093047,1.431025024,26,1.99E-05,24979.87838,0.00292579,0,0,0,0,1
Q92544,17.8956215,0.493083582,28,2.02E-05,9630.101939,0.0068065,0,0,0,0,0
A1L188,17.9626387,2.365360441,27,2.01E-05,2715.777161,0.00858561,0,0,1,0,0
O75439,16.85975616,2.37145513,59,2.09E-05,34570.76425,0.01190107,0,0,1,0,0
O75489,15.24981417,2.361246609,141,2.38E-05,93591.23317,0.07444419,0,0,0,0,1
O75947,17.1121155,2.36524231,50,2.26E-05,22243.82518,0.03116848,0,0,1,0,0
O95900,17.21735168,5.903909319,47,2.14E-05,14683.995,0.02697927,0,0,0,0,0
P24539,16.76470778,2.359384086,63,2.17E-05,35683.45274,0.01983409,0,0,1,0,0
P36542,16.59980624,2.282223805,69,2.36E-05,45936.83461,0.05866286,0,0,0,0,0
P42356,16.66590426,3.05688666,66,2.33E-05,87429.0782,0.03950717,0,0,0,0,1
P48047,16.60165044,2.361647423,69,2.30E-05,45636.26657,0.04355776,0,0,1,0,0
P53985,17.89536393,2.956855747,28,2.20E-05,31258.258,0.02387236,0,0,0,1,0
P82673,16.47212159,5.925055607,74,2.26E-05,11476.64062,0.07493204,0,0,1,0,0
Q16718,17.33082618,2.355864122,43,2.26E-05,16172.61751,0.03238134,0,0,0,0,0
Q3ZCQ8,16.23108581,4.573309052,82,2.33E-05,76855.93915,0.07216706,0,0,0,0,1
Q5TEU4,17.59511041,2.346323745,36,2.06E-05,13892.82683,0.00824399,0,0,0,0,0
Q6DKK2,17.65690264,2.681970229,34,2.11E-05,23245.77613,0.01096623,0,0,1,0,0
Q7Z3D6,18.89908423,2.377007883,5,1.83E-05,834.625961,0.00134788,0,0,1,0,0
Q9BTZ2,17.6578796,2.357749509,34,1.98E-05,11857.19,0.00619059,0,0,0,0,1
Q9H078,17.17843751,2.367551353,48,2.27E-05,27059.38645,0.03387773,1,0,0,0,0
Q9NQZ5,18.2790586,2.364370769,19,1.94E-05,8166.666835,0.00263025,0,0,1,0,0
Q9UJZ1,17.38035934,2.366310378,42,2.20E-05,16487.06075,0.02508183,0,0,0,0,1
Q9Y697,17.72342129,2.704273441,32,2.13E-05,28524.49976,0.01153105,0,0,0,0,1
Q9Y6H1,16.65809143,2.374906041,66,2.16E-05,28235.68425,0.0211734,0,0,1,0,0
P12074,18.45659657,2.372508163,15,2.15E-05,1755.170796,0.01440289,0,0,1,0,0
P23786,18.10585936,2.358353758,23,2.04E-05,5602.742938,0.00772667,0,0,0,0,1
A1L190,17.45379128,1.760607327,40,2.10E-05,18637.65169,0.01246047,0,0,0,0,1
O15164,17.28769657,4.850279594,45,2.30E-05,25520.16086,0.05290236,0,1,0,0,0
O94927,17.92205859,1.752506762,27,2.15E-05,5732.628503,0.01424512,0,0,0,0,0
O95229,16.44775917,6.04740664,75,2.19E-05,47639.73083,0.02854553,0,0,0,0,1
O96011,18.7849801,2.18796278,8,1.80E-05,3052.283453,0.00076997,0,0,0,0,1
P02008,18.68509272,0.886389476,10,1.96E-05,2260.805676,0.00573804,0,0,0,0,1
P61201,16.46792642,4.906571527,74,2.29E-05,26017.23843,0.07717883,0,0,0,0,1
Q02224,17.98999218,1.773170899,26,2.08E-05,4489.29817,0.01239264,0,0,1,0,0
Q06455,17.32225499,4.925848343,44,2.11E-05,11775.86895,0.02066735,0,1,0,0,0
Q08AD1,18.17661449,3.344455207,21,2.22E-05,10021.7501,0.02578031,0,0,1,0,0
Q13617,13.00860873,5.558401424,375,2.58E-05,550760.7232,0.40591939,0,1,0,0,0
Q2M2Z5,18.81914764,1.762033656,7,1.86E-05,217.0033174,0.00159135,0,0,0,0,0
Q2Q1W2,18.37612508,5.849171187,16,1.95E-05,1298.819974,0.01091554,0,0,0,0,1
Q5VIR6,18.27782213,2.469567943,19,2.03E-05,2556.800903,0.00637353,0,0,0,0,1
Q68CZ6,18.21606439,1.752231776,20,2.11E-05,4507.183365,0.0082359,0,0,1,0,0
Q6UVJ0,17.25869486,1.763855024,46,2.11E-05,16887.26031,0.01145372,0,0,0,0,0
Q7L5N1,14.04708636,0.037565381,226,2.47E-05,233057.3576,0.22427762,0,1,0,0,0
Q7Z7A1,18.03363007,0.607329483,25,2.14E-05,9473.361771,0.01803136,0,0,1,0,0
Q86VS8,18.03407958,3.223519154,25,2.11E-05,12360.40063,0.01311423,0,0,0,0,1
Q86YM7,17.46801815,3.977157188,39,2.09E-05,13990.14426,0.01116551,0,0,1,0,0
Q8N4C6,16.44022697,1.749466576,75,2.18E-05,25428.06446,0.02296658,0,0,0,0,1
Q8TDY2,16.69572847,3.916155457,65,2.26E-05,48673.53846,0.03378428,1,0,0,0,1
Q96E52,18.11149663,2.4197431,23,1.97E-05,8117.060127,0.00347815,0,0,0,0,1
Q96NL6,17.59268371,1.762106817,36,2.09E-05,13499.28127,0.01424679,0,0,1,0,0
Q96R06,17.51517523,2.78155094,38,2.13E-05,11071.59029,0.0115709,0,0,0,0,1
Q9BVG8,16.43806461,1.759515891,75,2.23E-05,52156.17321,0.02210676,0,0,0,0,0
Q9H3R5,17.87533187,4.040641045,29,1.96E-05,6838.132792,0.00465549,0,0,0,0,1
Q9H6D7,18.0345289,1.752491084,25,2.06E-05,5326.931625,0.006592,0,0,0,0,0
Q9H9Q2,16.93611476,5.804144304,56,2.27E-05,19348.8776,0.06320971,0,1,0,0,0
Q9NQX0,18.95175273,4.105927907,4,1.73E-05,84.09639937,0.00058537,0,1,0,0,0
Q9NVX0,18.07568501,1.752444518,24,2.06E-05,3242.252069,0.00751977,0,0,0,0,1
Q9NX40,16.17936058,1.897127461,85,2.22E-05,57588.45048,0.02747779,0,0,1,0,0
Q9UK73,17.55520932,5.818446745,37,2.12E-05,14951.06966,0.02966164,0,0,0,0,1
Q9UPV0,18.16225848,4.162203986,22,2.19E-05,8063.19852,0.01740063,0,0,0,0,1
Q9Y2V7,16.68220316,2.781760454,66,2.13E-05,29675.15869,0.0111245,0,0,0,0,1
Q9Y448,18.16166414,1.760580347,22,2.09E-05,3983.99451,0.00974612,0,0,0,0,1
O15258,18.6248827,1.471575628,11,2.05E-05,3243.931337,0.0048275,0,0,0,1,0
Q6ZN16,18.91873351,3.460336821,5,1.94E-05,373.0047059,0.00389666,0,0,0,1,0
Q9NRK6,18.45005436,2.293825167,15,1.98E-05,7652.232764,0.00246639,0,0,0,0,0
A1L390,18.02867223,0.105319605,25,2.24E-05,4020.054555,0.0325479,0,0,0,0,1
O00159,14.92345363,4.002893334,162,2.40E-05,111627.7192,0.1023607,0,0,0,0,1
O60341,13.75881859,1.501849315,254,2.50E-05,770559.0975,0.11461208,0,0,0,0,1
P21333,13.97622772,0.138353019,232,2.53E-05,402837.4648,0.17462399,1,0,0,0,1
P33241,18.48018205,0.114845503,14,2.01E-05,765.4640802,0.00884191,0,0,0,0,0
P35579,13.42024843,4.020034249,285,2.55E-05,531890.1862,0.18810327,0,0,0,0,1
P46940,14.22455105,6.01866327,215,2.52E-05,210961.8464,0.17617549,0,0,0,1,0
P47755,14.03561473,2.085623986,227,2.36E-05,174179.2158,0.10307539,0,0,1,0,0
P60953,13.93885312,0.982299225,233,2.47E-05,351458.1007,0.12337415,0,0,1,0,0
P61981,12.09410462,3.344938634,509,2.62E-05,974853.3647,0.24110804,0,0,1,0,0
P62140,14.27134405,0.138468888,210,2.39E-05,147983.1771,0.13110965,0,0,0,0,1
P62273,17.10876675,5.57341738,51,2.24E-05,6293.39749,0.10425654,0,0,0,0,1
Q04917,12.42448269,3.448755173,454,2.52E-05,690245.4443,0.17331384,0,0,0,0,0
Q16643,14.64255584,0.148973905,187,2.44E-05,117308.4846,0.12349391,0,0,0,0,1
Q5VT97,17.94316597,0.104998566,27,2.15E-05,4134.295082,0.02611841,0,0,0,0,1
Q92614,15.16622403,0.148926285,147,2.31E-05,64187.14636,0.08351377,0,0,0,0,0
Q96GD4,15.96392958,4.202183846,95,2.37E-05,43104.70929,0.11024592,1,0,0,0,1
Q96H55,14.89910646,0.150675198,165,2.33E-05,100136.8003,0.08392469,0,0,1,0,0
Q9NQW6,14.91378471,0.147732043,164,2.41E-05,87110.20475,0.10504583,0,0,0,0,1
Q9NZR1,18.35554268,0.115294723,17,2.01E-05,2515.25942,0.00591786,0,1,0,0,0
Q9UBW7,17.22983314,6.133073966,46,2.28E-05,32681.11717,0.04738878,0,0,0,0,1
Q9UHB6,14.71597784,0.15030347,179,2.45E-05,113072.8304,0.12682661,0,0,0,0,1
Q9UQN3,18.35455988,2.231137265,17,2.06E-05,2720.108605,0.0074244,0,0,1,0,0
Q6S8J3,18.10857751,2.520419462,23,2.18E-05,29707.29983,0.0171649,0,0,0,0,0
A1L443,19.04854743,3.969614623,3,1.88E-05,250.9911828,0.002397,0,1,0,0,0
P62993,12.97637654,4.411591301,381,2.61E-05,1065345.891,0.22981517,0,1,0,0,0
Q8NDC4,18.4822073,3.968205185,14,1.92E-05,3069.422578,0.00215908,0,0,0,0,0
Q9UQR1,18.32394934,0.542680084,18,2.15E-05,5439.877327,0.02272985,0,0,0,0,1
A1L4K1,18.02912394,1.458422378,25,2.04E-05,7266.699408,0.00790569,0,0,1,0,0
P10768,18.9366251,3.997169229,5,1.96E-05,405.0636479,0.00421249,0,0,0,0,1
P31146,17.76086573,0.991685959,31,2.05E-05,9414.943778,0.00615376,0,0,1,0,0
P40426,18.29273546,0.91017024,19,1.93E-05,11666.32002,0.00253975,0,0,0,0,1
Q00994,18.62663916,1.791354469,11,1.95E-05,1152.510371,0.00338706,0,0,1,0,0
Q08117,15.79730943,1.447029654,104,2.25E-05,163179.2825,0.03308538,0,1,0,0,0
Q14324,17.76233516,0.622131029,31,2.11E-05,13845.30617,0.01429342,0,0,0,0,0
Q6NYC8,17.44379289,0.112141606,40,2.26E-05,35959.61056,0.0333989,0,0,0,0,1
Q6P1J9,16.48563737,5.068307456,73,2.30E-05,53671.07873,0.06052116,0,0,0,0,1
Q7Z3I7,18.66597972,1.746146996,10,1.89E-05,695.6355718,0.00166877,0,1,0,0,0
Q86VK4,18.82339049,1.526350016,7,1.91E-05,518.5303765,0.002224,0,1,0,0,0
Q86YD7,17.65820505,1.494399085,34,2.12E-05,23355.3872,0.01350621,0,1,0,0,0
Q8TAU3,17.44900434,1.451193194,40,2.10E-05,16868.73938,0.00901523,0,1,0,0,0
Q8TD31,16.55161046,1.757954192,71,2.19E-05,45245.6036,0.0181976,0,0,1,0,0
Q96BZ8,17.93576631,1.724306965,27,2.04E-05,10258.22594,0.00647098,0,0,0,0,1
Q96SQ5,17.82026611,1.460029076,30,2.04E-05,17206.7531,0.00581423,0,1,0,0,0
Q9H0A9,19.00467766,1.458422955,4,1.81E-05,53.74505936,0.00100628,0,0,0,0,1
Q9H0E9,17.51667262,1.232289366,38,2.27E-05,7488.034179,0.04768737,0,0,0,0,1
Q9H788,17.72738049,1.78920337,32,2.13E-05,9784.123345,0.01466548,0,0,1,0,0
Q9HC52,15.49912441,0.549863331,123,2.37E-05,89428.62391,0.12591885,0,1,0,0,0
Q9P0T4,17.85757386,1.93360368,29,2.09E-05,17877.07219,0.00889514,0,0,0,0,1
Q9UGP5,17.93279128,5.284968769,27,2.04E-05,17191.37524,0.01196299,0,1,0,0,0
Q9Y394,17.86927078,2.454718609,29,1.99E-05,13630.97322,0.0031342,0,0,0,0,1
Q9Y3B7,16.87041669,2.714981444,59,2.21E-05,17326.81351,0.05661873,0,0,1,0,0
A1YPR0,18.89610857,5.220269838,5,2.02E-05,496.3283524,0.00603056,0,0,0,0,0
O75925,16.93810086,4.921508432,56,2.31E-05,27541.68777,0.05388191,0,0,1,0,0
P36956,17.65853039,5.023726405,34,2.11E-05,23800.29655,0.02105379,0,0,0,0,1
Q13105,18.21550074,5.220192533,20,2.20E-05,12485.29352,0.0286962,0,0,0,0,0
Q99459,12.01284299,5.384278958,514,2.65E-05,945048.415,0.39248745,0,1,0,0,0
A2A2Y4,18.61313707,2.126624801,11,1.90E-05,1167.621286,0.00190607,0,0,0,1,0
A2RU67,17.33888004,2.187933183,43,2.02E-05,22797.83143,0.00477568,0,0,0,1,0
P30049,17.40570968,2.358385215,41,2.21E-05,18241.92823,0.02376692,0,0,0,0,0
Q07065,15.92162228,2.199874715,97,2.38E-05,164456.364,0.05720508,0,0,0,0,0
Q15070,18.61364506,2.379799125,11,2.00E-05,1604.212103,0.00546879,0,0,1,0,0
Q5KU26,17.6835911,2.463805872,33,2.11E-05,30077.06269,0.00775497,0,0,0,1,0
Q9H6H4,17.93774483,2.126669322,27,2.23E-05,35869.22121,0.02403483,0,0,0,1,0
Q8WVP7,17.72646819,2.131188235,32,1.99E-05,10306.95849,0.00321378,0,0,1,0,0
Q8N3Y3,18.32090466,1.416027935,18,1.87E-05,3539.749134,0.00132333,0,0,0,0,0
Q6UWP7,18.32124341,2.538526463,18,1.82E-05,3538.728849,0.0007803,0,0,0,0,1
A2A3K4,18.2115464,4.112159562,20,2.09E-05,5451.308454,0.01932808,0,1,0,0,0
O14936,16.88166588,3.000622221,58,2.25E-05,90551.98982,0.02120982,1,0,0,0,1
O75663,18.4254443,4.112123856,15,2.06E-05,1733.15834,0.01297209,0,0,0,1,0
P12081,17.967689,4.123914841,26,2.06E-05,2766.043749,0.01239075,1,0,1,0,0
P27348,13.03984899,3.442823959,370,2.60E-05,607943.5677,0.23389123,0,0,0,0,1
P27361,15.69463049,4.516187181,110,2.39E-05,103520.1341,0.07792636,1,1,0,0,0
P28482,15.13154493,4.320747132,148,2.46E-05,192133.0828,0.10271877,1,0,0,0,1
P30153,14.64888128,3.687158012,187,2.50E-05,238795.9241,0.13527906,0,0,1,0,0
P30154,16.41728915,4.113389671,76,2.22E-05,26971.08485,0.03582009,0,0,0,0,1
P31946,12.53144768,3.442386673,443,2.62E-05,814826.2795,0.22913764,0,0,1,0,0
P36404,18.29029417,4.681350448,19,2.08E-05,9692.495193,0.01129852,0,0,0,0,1
P61962,15.60772555,3.489739002,114,2.40E-05,110091.6177,0.09864684,0,0,0,0,1
P62258,13.55845368,3.461007978,273,2.57E-05,392955.8709,0.20471064,0,0,1,0,0
P63104,12.58098084,3.449331118,441,2.69E-05,997090.572,0.3322656,0,0,0,0,0
P63151,16.78336488,4.113069078,62,2.24E-05,27606.19028,0.04272949,0,0,1,0,0
P67775,14.73931745,4.110103361,179,2.47E-05,233183.0026,0.12293293,0,0,0,0,0
Q66LE6,16.10401663,4.113673334,88,2.21E-05,55178.13486,0.0397324,0,0,1,0,0
Q6ZW61,19.00078309,3.368259221,4,1.71E-05,49.60514333,0.00064716,0,0,0,0,0
Q93008,16.44990101,4.778672879,75,2.33E-05,37687.26202,0.06688812,0,0,1,0,0
Q9UK99,18.51966024,5.528232146,13,2.17E-05,1568.430894,0.03148542,0,0,0,0,1
A2RRL7,18.89177348,3.069471791,5,1.77E-05,421.001314,0.00089445,0,0,0,0,0
P50579,17.55015483,4.264557204,37,2.12E-05,35328.52641,0.01688913,0,0,0,0,1
P98172,17.82772801,3.069173192,30,2.09E-05,24427.89176,0.00776178,0,0,0,1,0
Q92990,16.84173602,3.255192221,60,2.18E-05,68898.66541,0.02679698,0,0,0,0,1
Q9BTE7,17.94831382,5.547056365,27,2.21E-05,13774.52702,0.04332351,0,1,0,0,0
Q2TAA5,18.82380347,2.335342564,7,1.73E-05,684.7944831,0.00027215,0,0,0,0,0
A2RRP1,18.24495119,2.18641243,20,2.04E-05,3208.820097,0.00504175,0,0,0,0,1
O14641,15.87935327,4.777059668,99,2.33E-05,123287.9197,0.0590793,0,1,0,0,0
O15482,18.00281825,2.189977035,25,1.91E-05,5320.027258,0.0017275,0,0,0,0,0
O43264,17.61737133,2.186472153,35,2.15E-05,13432.08472,0.01458149,0,0,0,0,1
O43752,16.79713609,2.178081586,61,2.21E-05,33033.94293,0.01746788,0,0,0,0,1
O75379,17.27543635,2.177825447,45,2.10E-05,41946.99211,0.01042529,0,0,0,1,0
O75396,16.94206145,2.186377987,56,2.29E-05,64992.25111,0.02876783,0,0,0,0,0
O94826,17.8782179,2.256396799,29,2.26E-05,8102.10058,0.03693461,0,0,1,0,0
O95183,17.87978865,2.178586049,29,1.92E-05,2280.239286,0.00293891,0,0,0,0,1
P00568,18.17407275,1.606556961,21,2.07E-05,3703.235962,0.0140007,0,0,1,0,0
P04843,15.38973064,2.549229874,129,2.45E-05,265468.273,0.09925147,0,0,0,0,1
P54920,17.52077909,2.180708652,38,2.07E-05,4812.90883,0.01142175,0,0,1,0,0
Q6NUQ1,17.27353695,2.839356291,45,2.15E-05,18497.58462,0.01349149,0,0,0,1,0
Q86Y82,16.26115917,2.181951547,81,2.22E-05,63772.40576,0.01729835,0,0,0,0,1
Q8WU76,18.49456026,2.186433905,14,1.96E-05,1407.216631,0.00280451,0,1,0,0,0
Q99747,17.98623033,2.180320987,26,2.04E-05,6047.261846,0.00709107,0,0,0,1,0
Q9NZ43,18.15130661,2.185552427,22,1.93E-05,3116.730802,0.00248546,0,0,0,0,0
Q9P2W9,17.54906845,2.179576285,37,2.22E-05,23790.50699,0.01597784,0,0,0,1,0
Q9P2Y5,17.89973383,1.054430804,28,2.10E-05,7409.528328,0.01645751,0,0,0,0,0
Q9UEU0,16.36979765,2.788672069,78,2.19E-05,69801.09062,0.01884566,0,0,0,1,0
A2RU14,19.04132453,3.289768687,3,1.81E-05,1040.557969,0.00148211,0,0,0,0,1
P12004,14.40002599,5.227265796,201,2.47E-05,302215.5216,0.15372574,0,1,0,0,0
Q96BA8,18.07092882,3.299644054,24,1.97E-05,48826.37378,0.00342773,0,0,0,0,1
Q5T700,18.55591492,3.289751679,12,1.72E-05,9888.096898,0.00033428,0,0,0,0,1
A2RU30,18.744278,3.331504158,8,1.98E-05,3379.172564,0.00639441,0,0,1,0,0
P28290,17.32902772,3.331594947,43,2.29E-05,27975.18137,0.04253885,0,0,0,0,1
Q14573,17.65983071,0.170992203,34,2.11E-05,29579.32439,0.01738778,0,0,0,1,0
Q14643,17.66015554,2.990592384,34,2.15E-05,27098.2779,0.01467345,0,0,0,1,0
Q9P0J7,17.29050495,3.75858293,45,2.14E-05,19062.0159,0.02326639,0,0,0,0,1
Q14571,18.17348529,2.003355803,21,2.07E-05,9375.898355,0.00789664,0,0,0,0,1
Q9UMX3,19.14469215,3.331475902,2,1.67E-05,17.25166663,0.00032926,0,0,0,0,0
A2RU48,19.01070635,4.253567454,4,1.90E-05,253.077203,0.00416199,0,0,0,0,1
P35637,14.90402283,5.623842907,165,2.50E-05,80949.93428,0.27722108,1,1,0,0,0
P45984,16.64405175,4.252065535,67,2.27E-05,61396.65288,0.03559166,0,0,0,0,1
Q9H668,17.72281081,0.941424288,32,2.03E-05,48416.82366,0.00650521,0,1,0,0,0
A2RU49,18.90814926,0.288257036,5,1.82E-05,193.0123382,0.00171729,0,0,0,0,1
P55884,16.97893586,5.654286304,55,2.31E-05,15784.569,0.06946152,0,0,0,0,1
Q14657,18.45999966,0.288347272,15,1.99E-05,2659.556879,0.00863237,0,1,0,0,0
Q92466,16.73363913,5.100260303,64,2.26E-05,44280.22863,0.07045879,0,0,0,0,1
Q96IK5,16.53009229,3.028824734,72,2.19E-05,160482.1078,0.01788449,0,0,0,0,0
Q9NPF4,17.46605407,0.285750906,39,2.10E-05,9872.180856,0.01604127,0,0,0,0,1
O14678,18.62764148,2.457671157,11,1.92E-05,1548.858591,0.00183789,1,0,0,0,0
O14787,17.3739216,2.850679944,42,2.15E-05,18043.83373,0.0130479,0,1,0,0,0
O43913,18.00212281,5.330489627,25,2.21E-05,7336.603115,0.02360695,0,0,0,0,1
O60858,18.49484575,2.189184027,14,2.00E-05,2778.620455,0.00410667,0,0,0,0,0
O75146,17.38760643,0.18549983,41,2.28E-05,21343.28361,0.03866447,0,0,0,0,1
O95067,18.00513296,4.186603036,25,2.08E-05,7661.074748,0.00994387,0,0,0,0,1
O95968,16.55547432,3.149555592,71,2.10E-05,83200.21539,0.00790661,0,0,0,0,0
P18031,15.47705336,2.256536801,124,2.40E-05,166943.0715,0.061073,0,0,0,1,0
P41273,17.88161813,2.401349306,28,2.02E-05,14710.79799,0.00440141,0,0,0,1,0
P68871,17.50689989,0.886152724,38,2.15E-05,49032.64525,0.01652497,0,0,0,0,0
Q14008,16.93079942,2.846987617,56,2.35E-05,46465.43805,0.05803408,0,0,0,0,1
Q15386,18.4551134,3.785637713,15,2.08E-05,2107.705363,0.01109506,0,0,0,0,1
Q401N2,17.22036126,2.331780034,47,1.96E-05,16426.55252,0.0023771,0,0,0,0,0
Q5TB30,18.52770664,3.257754713,13,1.91E-05,2175.543655,0.00196953,0,1,0,0,0
Q6PP77,18.74092334,5.063236004,8,1.85E-05,329.8141574,0.0014405,0,0,0,0,0
Q7Z6J6,18.14628916,3.424786956,22,2.10E-05,16553.92701,0.01705865,0,0,0,0,0
Q8N5I3,18.48177365,2.189243425,14,2.00E-05,2778.620455,0.00410667,0,0,0,1,0
Q8TDX6,18.64821946,2.477861769,10,1.83E-05,493.7008408,0.00082893,0,0,0,0,1
Q969Z0,17.61669361,2.342138675,35,2.15E-05,46755.80158,0.0119198,0,0,1,0,0
Q96EA4,18.17876023,1.833031295,21,1.99E-05,15490.17641,0.00612298,0,0,1,0,0
Q96FL8,17.92105441,2.462255693,27,1.93E-05,8647.364129,0.00159789,0,0,0,0,0
Q9BRR6,17.9892879,2.119282988,26,2.02E-05,15048.86239,0.00320344,0,0,1,0,0
Q9GZP1,18.91506043,2.327478949,5,1.75E-05,427.6692142,0.00037907,0,0,0,0,1
Q9NTI5,17.42840421,3.280116111,40,2.16E-05,54615.91408,0.01579175,0,1,0,0,0
Q9NU53,17.21433316,2.642754693,47,2.03E-05,43067.24553,0.0035815,0,0,0,0,1
Q9UII4,17.90943435,5.958539425,28,2.15E-05,3590.125199,0.03499284,0,0,0,0,0
Q9Y2U8,17.62041549,2.440508866,35,2.27E-05,44096.60339,0.0222922,0,1,0,0,0
Q9Y5Y5,18.58427584,3.262982405,12,1.99E-05,3237.017111,0.00679811,0,0,0,0,0
P15291,18.48955101,2.66206723,14,1.88E-05,4374.008076,0.00158859,0,0,0,1,0
P56182,18.00328162,2.841236701,25,2.23E-05,13926.11978,0.03235666,0,0,0,0,1
Q9H330,18.71183692,2.112095489,9,1.78E-05,2439.988948,0.0005783,0,0,0,0,1
Q9H2C2,18.3343672,2.121671716,18,1.92E-05,5761.544176,0.00151804,0,0,0,1,0
Q15012,19.04465178,2.401192634,3,1.74E-05,74.63118552,0.00054288,0,0,0,1,0
O43286,18.24713957,1.998252603,20,1.93E-05,5888.295951,0.00196034,0,0,0,1,0
Q9H1U9,18.69486763,2.904034406,9,1.75E-05,919.3374498,0.00046832,0,0,1,0,0
Q6NUQ4,17.57659085,2.119147734,36,2.20E-05,40070.88124,0.01798625,0,0,0,0,1
Q9H1E5,18.17778545,2.516070976,21,1.94E-05,7516.986631,0.00231072,0,1,0,0,0
A2RUC4,18.74461285,2.185266588,8,1.82E-05,1027.313601,0.0011446,0,0,1,0,0
O15400,16.38815256,2.181741137,77,2.20E-05,93799.06711,0.01999163,0,0,0,1,0
O94901,18.32732163,2.306258321,18,2.02E-05,6943.101206,0.00555885,0,1,0,0,0
O95478,17.23921746,5.746791032,46,2.21E-05,11813.27949,0.06853738,0,1,0,0,0
P20036,16.54090838,2.384375174,71,2.12E-05,98325.53483,0.00940694,0,0,0,1,0
Q5T0L3,18.70594147,4.131314644,9,1.86E-05,2072.960106,0.00203675,0,0,0,0,0
Q8TCB7,18.74550526,2.1926887,8,1.91E-05,727.2180343,0.00268293,0,0,0,1,0
A5A3E0,16.94993656,1.81548379,56,2.12E-05,83702.77741,0.0109246,0,0,0,0,0
A2RUH7,19.04556487,3.121074128,3,1.76E-05,69.78909147,0.0005079,0,0,0,1,0
P14136,17.01083047,3.1211228,54,2.25E-05,67241.9194,0.02736349,0,0,1,0,0
Q9Y2H5,19.06536642,3.121001724,3,1.98E-05,1193.237579,0.00539587,0,0,0,1,0
P0C0L4,18.17798048,2.530411365,21,2.06E-05,49971.04794,0.00925814,0,0,0,0,0
A2RUU4,18.85360694,1.893430261,6,1.76E-05,626.9352006,0.00065359,0,0,0,0,0
Q13829,17.69054908,0.055019909,33,2.22E-05,16474.86168,0.02986481,0,1,0,0,0
Q7Z7L7,18.03002677,3.274433756,25,2.05E-05,21465.12984,0.00849106,0,0,1,0,0
Q8TAD4,18.28486747,1.892629878,19,1.86E-05,4533.690497,0.00113237,0,0,0,0,1
Q9C0D3,17.54616572,1.955777025,37,2.13E-05,41187.26664,0.02145848,0,0,0,0,1
Q9NV35,19.06552914,1.893457542,3,1.76E-05,620.8310404,0.00055432,0,1,0,0,0
A2VCK2,18.70443322,3.782518051,9,2.00E-05,1838.948518,0.00502942,0,0,0,0,0
P05114,18.11917129,0.598990846,23,2.13E-05,19660.54859,0.01436512,0,1,0,0,0
P11142,12.16934114,4.666983444,479,2.75E-05,1741763.788,0.3994951,0,0,0,0,1
