cooperative	common	V1	V2	degree_common	degree_V1	degree_V2	score_competitive	score_cooperative	paralog	quantile	thetad_V1_V2
0	Q07654	O15535	Q04828	3	7	7	0.496	0.504	no	1	5.097740505
0	O76036	P27918	P30273	5	10	4	0.496	0.504	no	1	2.758421753
0	Q9UDV6	Q6NUN9	Q9UM22	10	10	10	0.496	0.504	no	1	4.214378234
0	Q9UDV6	Q6NUN9	Q9UDV7	10	10	3	0.496	0.504	no	1	4.317941017
0	P0DMN0	Q15777	P50225	6	8	8	0.498	0.502	no	1	3.207197652
0	O15432	O60894	P41146	8	2	5	0.498	0.502	no	1	2.519843237
0	Q8N6V9	O94818	Q8NFR7	7	7	6	0.498	0.502	no	1	3.605415066
0	P17927	P11226	P20023	6	10	8	0.498	0.502	no	1	0.983716703
0	P16109	P25063	Q14242	8	3	5	0.498	0.502	no	1	0.354302209
0	P21754	P10323	O14917	7	6	8	0.498	0.502	no	1	3.235696265
0	Q96FZ7	Q6DKJ4	Q9H0T7	10	7	7	0.498	0.502	no	1	1.060085075
0	O00230	P32745	P31391	6	3	2	0.5	0.5	yes	1	3.510516328
0	Q9BQC3	Q96FX2	Q6P3W2	9	5	1	0.5	0.5	no	1	2.650672002
0	P09488	P28161	P14920	6	4	4	0.5	0.5	no	1	1.94517404
0	Q9BRL7	P16219	P18510	7	8	10	0.5	0.5	no	1	3.454429702
0	Q9UDV6	Q6NUN9	Q96SZ5	10	10	6	0.5	0.5	no	1	4.318112832
0	Q9UPQ7	O15146	Q9ULV1	10	7	3	0.502	0.498	no	1	3.081317984
0	Q9NPJ8	Q96D03	P57771	10	8	4	0.502	0.498	no	1	5.955230843
0	Q9NWS6	Q70IA8	Q96BJ3	7	4	9	0.504	0.496	no	1	2.892808341
0	O14682	Q00G26	Q9H0H3	8	6	6	0.504	0.496	no	1	3.612897703
0	P21754	P10323	P60852	7	6	1	0.504	0.496	no	1	3.238568096
0	Q96SZ5	P78508	Q9UDV6	6	10	10	0.504	0.496	no	1	3.251918846
0	O43914	O95944	Q5TFQ8	9	3	2	0.508	0.492	no	1	4.085964938
0	P04003	P07225	P02743	7	9	10	0.508	0.492	no	1	1.220514736
0	Q8HWS3	P48378	O43559	9	9	10	0.508	0.492	no	1	0.747034924
0	Q8IZU9	Q9Y3C8	Q9Y6X6	7	7	4	0.508	0.492	no	1	3.298892805
0	Q8IVA1	Q9H6F2	P10153	7	6	2	0.508	0.492	no	1	3.822644402
0	Q9BW62	Q14061	P26885	8	6	10	0.508	0.492	no	1	0.422051727
0	Q5BKY1	P85298	Q7L5Y1	5	7	2	0.508	0.492	no	1	0.651643413
0	Q96EK6	P07148	Q92781	7	5	3	0.51	0.49	no	1	1.872536913
0	P20393	Q14995	Q96A44	9	10	8	0.51	0.49	no	1	3.288653072
0	O60894	O15432	Q16602	2	8	7	0.51	0.49	no	1	2.519895886
0	Q16890	Q969L2	Q96A70	8	9	10	0.51	0.49	no	1	0.426421476
0	O43745	Q9UBY0	P48764	5	7	8	0.51	0.49	yes	1	2.515130068
0	P60369	Q8N393	Q9BR84	9	9	4	0.51	0.49	no	1	0.882324769
0	P28161	P09488	P46439	4	6	7	0.51	0.49	yes	1	1.945331857
0	O43914	O95944	O00241	9	3	2	0.512	0.488	no	1	4.086239477
0	O43914	O95944	Q14953	9	3	2	0.512	0.488	no	1	4.085879037
0	P60369	Q8N393	Q13875	9	9	5	0.512	0.488	no	1	0.883941154
0	Q969L2	Q16890	Q05329	9	8	6	0.512	0.488	no	1	1.353479747
0	Q53T59	Q8N961	Q9Y3Q3	7	9	10	0.512	0.488	no	1	2.569750238
0	P50747	Q96BZ9	Q5T0L3	9	3	9	0.514	0.486	no	1	1.64295393
0	P0DMN0	Q9BR01	P50226	6	9	7	0.514	0.486	yes	1	2.069644583
0	Q96EK6	P07148	O95221	7	5	7	0.514	0.486	no	1	1.833344357
0	Q16890	Q96J77	Q96A70	8	7	10	0.514	0.486	no	1	0.731848368
0	Q8IXL7	Q92564	P02753	10	7	10	0.514	0.486	no	1	3.904461449
0	O60543	Q96AQ7	Q9UHD4	6	3	4	0.514	0.486	yes	1	1.669741158
0	Q9NPR2	Q96PD2	Q8WTP8	2	10	9	0.514	0.486	no	1	2.154793988
0	Q9Y696	Q96NY7	Q9NZA1	7	2	6	0.516	0.484	yes	1	4.279468449
0	O75437	Q07973	Q96JC4	6	4	1	0.516	0.484	no	1	2.678083439
0	Q96F85	Q96H35	O75594	9	6	2	0.516	0.484	no	1	5.891300804
0	P21754	Q05996	P60852	7	2	1	0.516	0.484	yes	1	3.238574265
0	Q9NPJ8	Q7Z6K3	Q96D03	10	7	8	0.516	0.484	no	1	2.193498088
0	Q00G26	O14682	Q86UD0	6	8	6	0.518	0.482	no	1	1.082483265
0	O95864	Q8TBZ0	Q5T871	8	5	1	0.518	0.482	no	1	2.979851593
0	Q00169	O95977	Q8NB16	9	4	10	0.518	0.482	no	1	3.299239788
0	O95671	P48775	Q8N1V2	8	10	6	0.52	0.48	no	1	3.569283149
0	Q6UWW0	Q6NS38	Q9NV35	7	6	3	0.52	0.48	no	1	1.987355194
0	Q5T0L3	P50747	Q99685	9	9	6	0.522	0.478	no	1	3.542790108
0	P35346	P30874	P30872	7	7	3	0.522	0.478	yes	1	3.510565529
0	Q92813	Q9Y6I7	P62253	5	9	4	0.522	0.478	no	1	1.8248399
0	P01571	Q8IVU9	Q9NXT0	6	3	2	0.522	0.478	no	1	4.642591242
0	Q9Y696	O15247	Q96NY7	7	4	2	0.524	0.476	yes	1	4.279516219
0	Q9NPJ8	Q7Z6K3	P57771	10	7	4	0.524	0.476	no	1	3.761732755
0	Q96FZ7	Q6DKJ4	Q0D2K3	10	7	10	0.524	0.476	no	1	2.411505574
0	Q9UPQ7	O15146	Q8NE31	10	7	6	0.526	0.474	no	1	3.500310599
0	Q5T0L3	A2RUC4	Q99685	9	8	6	0.528	0.472	no	1	0.298917065
0	P48775	O95671	Q68DK2	10	8	7	0.528	0.472	no	1	1.505029465
0	Q9NQ75	O14613	Q7Z6G8	5	7	6	0.528	0.472	no	1	2.48474217
0	Q96HQ2	Q96JA3	Q6PGN9	9	7	9	0.528	0.472	no	1	3.959725992
0	Q92859	Q00169	Q6ZVN8	8	9	3	0.528	0.472	no	1	2.800320243
0	P01571	Q8IVU9	Q7Z7J7	6	3	4	0.528	0.472	no	1	4.642619684
0	Q99972	Q96PB7	Q14515	7	8	3	0.528	0.472	no	1	3.748827649
0	Q13976	Q9UQ03	Q9Y6F6	10	6	3	0.528	0.472	no	1	3.094188337
0	P07225	P04003	P12259	9	7	8	0.53	0.47	no	1	2.412647831
0	P02743	P08637	P04003	10	10	7	0.532	0.468	no	1	4.114302239
0	P47870	Q86VW2	P28472	5	8	7	0.532	0.468	no	1	3.38018313
0	Q92859	Q00169	O95631	8	9	7	0.532	0.468	no	1	2.800490334
0	P13725	Q99650	Q9HCF6	9	8	5	0.532	0.468	no	1	3.714280189
0	Q6ZMV9	Q9UHY8	P16219	6	8	8	0.532	0.468	no	1	4.769783733
0	Q53T59	Q9Y3Q3	P58335	7	10	4	0.532	0.468	no	1	2.585482313
0	Q96GW9	Q8N3J3	Q92947	10	6	8	0.534	0.466	no	1	2.602146449
0	P50747	Q96BZ9	Q7Z402	9	3	5	0.536	0.464	no	1	1.292239124
0	Q96S06	O95157	P26012	4	7	10	0.536	0.464	no	1	2.272056153
0	P01374	P05162	P07911	8	3	1	0.536	0.464	no	1	3.958998547
0	Q8IVA1	Q9H6F2	P37058	7	6	7	0.536	0.464	no	1	4.038447411
0	Q9BVM4	Q9P218	Q96KN8	2	8	3	0.536	0.464	no	1	2.867579594
0	P60369	Q9BR84	P07510	9	4	8	0.538	0.462	no	1	0.582709784
0	O75594	Q96F85	P01563	2	9	10	0.538	0.462	no	1	5.520931662
0	Q7Z3Y8	O95995	Q4LEZ3	8	3	1	0.538	0.462	no	1	3.026119606
0	O95977	Q00169	Q9ULP9	4	9	10	0.54	0.46	no	1	3.299151233
0	P20393	Q14995	P49441	9	10	4	0.54	0.46	no	1	4.548495271
0	P21728	P35462	Q92847	7	10	3	0.54	0.46	no	1	1.933631706
0	Q96A70	Q9NZC9	O95190	10	8	4	0.54	0.46	no	1	1.931653319
0	P10646	P35030	P00742	4	6	7	0.54	0.46	no	1	3.606649773
0	O00230	P32745	P35346	6	3	7	0.542	0.458	yes	1	3.510554597
0	P07225	P04003	P04070	9	7	10	0.542	0.458	no	1	2.55940037
0	P13725	Q49AR2	Q9HCF6	9	5	5	0.542	0.458	no	1	5.248636393
0	Q96AQ9	P62760	Q9UM19	7	10	8	0.542	0.458	yes	1	3.549256503
0	Q7Z7A4	Q7Z403	Q86T13	10	5	5	0.544	0.456	no	1	1.673896966
0	Q9Y5R4	P15882	Q9UGC7	5	10	9	0.546	0.454	no	1	2.303414094
0	P01374	P05162	Q06643	8	3	2	0.546	0.454	no	1	3.958926534
0	P01571	Q8IVU9	P01569	6	3	10	0.546	0.454	no	1	4.642595163
0	Q9Y4K4	Q96T59	Q8N9N8	9	6	8	0.546	0.454	no	1	3.647129328
0	Q53T59	Q8N961	P58335	7	9	4	0.546	0.454	no	1	5.155232551
0	Q9NPJ8	Q7Z6K3	Q9H4D5	10	7	3	0.546	0.454	no	1	3.759738117
0	P47870	Q86VW2	P14867	5	8	5	0.548	0.452	no	1	4.307372661
0	Q96F85	O75594	Q8NBC4	9	2	1	0.55	0.45	no	1	5.520914218
0	P10109	P05108	Q6P4F2	6	4	2	0.55	0.45	no	1	2.675365098
0	P78508	Q96SZ5	Q6PL24	10	6	7	0.55	0.45	no	1	1.3677626
0	P62760	Q96AQ9	P43681	10	7	3	0.552	0.448	no	1	4.097881164
0	P08637	P02743	P28907	10	10	6	0.554	0.446	no	1	3.066936875
0	Q9UHX3	P08174	Q03591	3	5	8	0.554	0.446	yes	1	3.104388031
0	Q49AR2	P13725	P60002	5	9	3	0.554	0.446	no	1	5.248742331
0	Q99972	Q96PB7	P10916	7	8	10	0.556	0.444	no	1	3.765336305
0	P60369	Q13875	P07510	9	5	8	0.558	0.442	no	1	0.584326169
0	Q86VW2	P47870	Q9BZR6	8	5	9	0.56	0.44	no	1	1.291684109
0	O00338	O75897	P50225	9	3	8	0.562	0.438	yes	1	3.113824942
0	O00488	Q8N884	Q8IWA6	10	5	6	0.562	0.438	no	1	5.8760202
0	P78508	Q15049	Q9NPI9	10	3	1	0.562	0.438	no	1	3.688051695
0	Q52MB2	O95872	P30039	8	10	7	0.564	0.436	no	1	0.795617707
0	Q7Z6M4	P51460	Q9BWT6	8	9	7	0.568	0.432	no	1	5.182556194
0	Q9Y3S1	Q8NBI5	Q9UH77	5	5	8	0.568	0.432	no	1	1.892857264
0	Q9BZL1	Q9HAZ1	Q9UJW9	8	9	6	0.57	0.43	no	1	5.179491537
0	Q9Y2W6	Q96J94	Q8NCN2	7	4	10	0.57	0.43	no	1	5.248288349
0	Q96SZ5	P78508	Q96PJ5	6	10	5	0.572	0.428	no	1	3.14764571
0	Q9Y6W8	P08582	O75144	6	4	8	0.592	0.408	no	1	1.023129705
0	P78508	Q96SZ5	Q15049	10	6	3	0.598	0.402	no	1	0.435877429
0	Q5T8I9	Q9H903	Q9BY49	8	6	10	0.6	0.4	no	1	0.68516748
0	P78508	Q15049	Q6PL24	10	3	7	0.612	0.388	no	1	1.803640029
